Trump,0,0.0,0.0,#trump https://t.co/z2fFbGhKLH
Trump,1,0.3,0.0,RT @Kontora: How low can Trump go in the polls? https://t.co/kyTe6joyCy #Trump #Politico #Election2016
Trump,2,0.0,0.0,RT @Always_Trump: This image ALONE convinced my friend to vote #Trump. If Obama's on taxpayer's dime  he should be WORKING not campaigning!…
Trump,3,0.9,0.4,RT @WayneRoot: Silicon Valley filled w/BS artists &amp; narrow-minded thought police who believe in censorship.  #TRUMP https://t.co/UCNWOqRq0T
Trump,4,0.35714285714285715,0.0,RT @Thomas1774Paine: The Answer to fixing the U.S. is simple. #Reagan spelled it out for Johnny Carson in 1975. #Trump @realDonaldTrump htt…
Trump,5,0.2888888888888889,-0.19444444444444448,RT @DaystoTrump: 20 Days to #Trump : Counting down to the election in November! #MakeAmericaGreatAgain  #PodestaEmails12 https://t.co/t7Pub…
Trump,6,0.0,0.0,RT @BethWeber1: #Trump whining about the MSM  the polls  HRC  the #debates...... he is sounding harassed...maybe he needs to find a differe…
Trump,7,0.0,0.0,RT @Always_Trump: This image ALONE convinced my friend to vote #Trump. If Obama's on taxpayer's dime  he should be WORKING not campaigning!…
Trump,8,0.0,0.0,RT @Always_Trump: This image ALONE convinced my friend to vote #Trump. If Obama's on taxpayer's dime  he should be WORKING not campaigning!…
Trump,9,0.45454545454545453,0.13636363636363635,😂😂😂😂 #StiDDyDaKiDD💀 #Election #Trump #Clinton #CorruptClinton @ Forest Hills  New York https://t.co/UjpL3ccGMF
Trump,10,0.05,0.0,RT @amjoyshow: Taco trucks protest #Trump by creating wall outside his Las Vegas hotel #tacotrucksoneverycorner https://t.co/IRvSaUZcUf via…
Trump,11,0.48888888888888893,0.12222222222222223,"RT @AlwaysActions: Black #Voters Praise #Trump: ""He's Been Doing Good Things For Black People For 30 Years""  #Trump2016 🇺🇸 #TrumpTrain http…"
Trump,12,0.43452380952380953,0.26785714285714285,RT @nylitgirl: Steve Schmidt is taking @JoeNBC to school right now. #Trump has been having a meltdown since the first debate. #morningjoe #…
Trump,13,0.4,0.2,A Trumped-Up Campaign  https://t.co/jG422DfxwJ #NeverTrump  #Trump smears the country's whole electoral process. #BranchTrumpidians #TCOT
Trump,14,0.0,0.0,RT @jnarls: Meanwhile  Supporters at a #Trump Rally... ( footage credit: @Acosta ) https://t.co/zDLUVvSZau
Hillary,0,0.0,0.0,RT @AssangeCase: Newsgate 2016 .Investigative journalist Sharyl Attkinson exposes US media /political collusion.Names names! #Hillary https…
Hillary,1,0.3,0.0,Dems know #Hillary support is so low and warned her against attacking #BernieSanders #PodestaEmails12 #podesta12… https://t.co/Z4pnh9R08i
Hillary,2,0.0,0.0,Genevra https://t.co/kTUguwBTIR as #sensual #matching #justartshares #hillary #latina #foofighters
Hillary,3,0.7694444444444444,0.425,RT @AssangeCase: Well! Well! A bit of of @Wikileaks truth sure had #Hillary &amp; her trolls baring their teeth and exposing their true natures…
Hillary,4,0.75,0.34722222222222215,How to get rich quick!  How to pay for play video tutorial by #Hillary It'd be funny but the joke is ON US.… https://t.co/rxOEBMAPq1
Hillary,5,0.0,0.0,RT @SandraTXAS: 18 ACORN Workers Convicted or Admitted Guilt in Election Fraud    https://t.co/OeOTPR7tmE  #ImWithHer not! #Hillary #MAGA #…
Hillary,6,0.5,-0.5,"RT @CounterJihadUS: #FBI Files Reveal #Hillary Clinton's ""Blatant Disregard"" For Classified Information   https://t.co/WBSHlHOq1j"
Hillary,7,0.1,0.2,#WikiLeaks: #Hillary Wants #Obamacare to ‘Unravel’  https://t.co/xO56YYURiU
Hillary,8,0.0,0.0,RT @KevinJacksonTBS: So you think #Trump got inside #Hillary head in #debate 2  wait until TONIGHT! https://t.co/X0dvZAJlz2 #tcot #teaparty…
Hillary,9,1.0,0.1,RT @Old_Bern_Kenobi: WOW: Justin Cooper  tech w/ no security clearance who had access to #Hillary's email  installed spyware on computers h…
Hillary,10,0.5333333333333333,0.14444444444444446,#WednesdayWisdom  Impossible for any candidate to win with all this 100% proven corruption  If #Hillary wins  RIGGED https://t.co/lObous5jKl
Hillary,11,0.0,0.0,RT @DrMartyFox: #Hillary Did NOT Refute #WikiLeaks   Or Claim The #Emails Were Edited   The #Left Is About Eliminating Opposition  And Conc…
Hillary,12,0.3333333333333333,0.06666666666666665,RT @Thomas1774Paine: #Hillary Campaign Bus Empties Crapper in Street; Supporters Applaud Bold Move to Rid Government Waste #ShitShow RT htt…
Hillary,13,0.625,0.75,RT @debsellsslc: Great! #JillStein will sleep better w/ #Trump➡️#POTUS than #Hillary➡️policy would launch us into war with Russia‼️@realDon…
Hillary,14,0.0,0.0,Listening to @NPR and just flabbergasted that #Trump supporters believe ANYTHING he says but think #Hillary is a liar... #liarliar
